货币名称,现汇买入价,现钞买入价,现汇卖出价,现钞卖出价,中行折算价,发布时间
美元,688.42,682.82,691.34,691.34,689.08,2018-12-17 14:11:21
美元,688.54,682.94,691.46,691.46,689.08,2018-12-17 14:03:04
美元,688.48,682.88,691.4,691.4,689.08,2018-12-17 13:59:20
美元,688.4,682.8,691.32,691.32,689.08,2018-12-17 13:56:14
美元,688.45,682.85,691.37,691.37,689.08,2018-12-17 13:55:44
美元,688.5,682.9,691.42,691.42,689.08,2018-12-17 13:38:32
美元,688.55,682.95,691.47,691.47,689.08,2018-12-17 13:35:07
美元,688.5,682.9,691.42,691.42,689.08,2018-12-17 13:29:10
美元,688.4,682.8,691.32,691.32,689.08,2018-12-17 12:09:56
美元,688.45,682.85,691.37,691.37,689.08,2018-12-17 12:06:36
美元,688.45,682.85,691.37,691.37,689.08,2018-12-17 11:41:01
美元,688.38,682.78,691.3,691.3,689.08,2018-12-17 11:35:19
美元,688.3,682.7,691.22,691.22,689.08,2018-12-17 11:21:16
美元,688.33,682.73,691.25,691.25,689.08,2018-12-17 11:21:05
美元,688.43,682.83,691.35,691.35,689.08,2018-12-17 11:15:16
美元,688.48,682.88,691.4,691.4,689.08,2018-12-17 11:10:41
美元,688.42,682.82,691.34,691.34,689.08,2018-12-17 11:09:18
美元,688.36,682.76,691.28,691.28,689.08,2018-12-17 11:08:43
美元,688.32,682.72,691.24,691.24,689.08,2018-12-17 11:06:08
美元,688.25,682.65,691.17,691.17,689.08,2018-12-17 11:00:27
美元,688.3,682.7,691.22,691.22,689.08,2018-12-17 11:00:16
美元,688.35,682.75,691.27,691.27,689.08,2018-12-17 11:00:02
美元,688.45,682.85,691.37,691.37,689.08,2018-12-17 10:59:26
美元,688.5,682.9,691.42,691.42,689.08,2018-12-17 10:57:48
美元,688.55,682.95,691.47,691.47,689.08,2018-12-17 10:56:40
美元,688.6,683,691.52,691.52,689.08,2018-12-17 10:53:44
美元,688.65,683.05,691.57,691.57,689.08,2018-12-17 10:53:12
美元,688.62,683.02,691.54,691.54,689.08,2018-12-17 10:53:06
美元,688.7,683.1,691.62,691.62,689.08,2018-12-17 10:47:20
美元,688.65,683.05,691.57,691.57,689.08,2018-12-17 10:31:01
美元,688.65,683.05,691.57,691.57,689.08,2018-12-17 10:30:00
美元,688.6,683,691.52,691.52,689.08,2018-12-17 10:30:14
美元,688.65,683.05,691.57,691.57,689.08,2018-12-17 10:30:00
美元,688.65,683.05,691.57,691.57,689.08,2018-12-17 10:30:00
美元,688.65,683.05,691.57,691.57,689.08,2018-12-17 10:26:36
美元,688.6,683,691.52,691.52,689.08,2018-12-17 10:25:35
美元,688.65,683.05,691.57,691.57,689.08,2018-12-17 10:25:25
美元,688.73,683.13,691.65,691.65,689.08,2018-12-17 10:18:25
美元,688.75,683.15,691.67,691.67,689.08,2018-12-17 10:18:23
美元,688.82,683.22,691.74,691.74,689.08,2018-12-17 10:12:31
美元,688.77,683.17,691.69,691.69,689.08,2018-12-17 10:11:19
美元,688.72,683.12,691.64,691.64,689.08,2018-12-17 10:04:15
美元,688.72,683.12,691.64,691.64,689.08,2018-12-17 10:04:15
美元,688.72,683.12,691.64,691.64,689.08,2018-12-17 10:03:59
美元,688.72,683.12,691.64,691.64,689.08,2018-12-17 10:03:50
美元,688.65,683.05,691.57,691.57,689.08,2018-12-17 10:01:23
美元,688.6,683,691.52,691.52,689.08,2018-12-17 09:59:19
美元,688.55,682.95,691.47,691.47,689.08,2018-12-17 09:56:29
美元,688.5,682.9,691.42,691.42,689.08,2018-12-17 09:55:24
美元,688.5,682.9,691.42,691.42,689.08,2018-12-17 09:51:08
美元,688.45,682.85,691.37,691.37,689.08,2018-12-17 09:46:23
美元,688.55,682.95,691.47,691.47,689.08,2018-12-17 09:44:01
美元,688.6,683,691.52,691.52,689.08,2018-12-17 09:43:54
美元,688.65,683.05,691.57,691.57,689.08,2018-12-17 09:42:51
美元,688.7,683.1,691.62,691.62,689.08,2018-12-17 09:42:38
美元,688.75,683.15,691.67,691.67,689.08,2018-12-17 09:41:59
美元,688.8,683.2,691.72,691.72,689.08,2018-12-17 09:40:47
美元,688.85,683.25,691.77,691.77,689.08,2018-12-17 09:39:48
美元,688.89,683.29,691.81,691.81,689.08,2018-12-17 09:37:48
美元,688.82,683.22,691.74,691.74,689.08,2018-12-17 09:36:42
美元,688.75,683.15,691.67,691.67,689.08,2018-12-17 09:34:03
美元,688.85,683.25,691.77,691.77,689.08,2018-12-17 09:32:20
美元,688.75,683.15,691.67,691.67,689.08,2018-12-17 09:31:44
美元,688.7,683.1,691.62,691.62,689.08,2018-12-17 09:30:11
美元,688.7,683.1,691.62,691.62,689.08,2018-12-17 09:24:01
美元,688.7,683.1,691.62,691.62,689.08,2018-12-17 09:23:51
美元,688.7,683.1,691.62,691.62,687.5,2018-12-17 09:20:56
美元,689,683.4,691.92,691.92,687.5,2018-12-17 09:20:50
美元,689.2,683.6,692.12,692.12,687.5,2018-12-17 09:20:38
美元,689.1,683.5,692.02,692.02,687.5,2018-12-17 09:20:33
美元,688.9,683.3,691.82,691.82,687.5,2018-12-17 09:20:26
美元,688.7,683.1,691.62,691.62,687.5,2018-12-17 09:04:46
美元,688.7,683.1,691.62,691.62,687.5,2018-12-17 08:51:33
美元,688.7,683.1,691.62,691.62,687.5,2018-12-17 08:39:37
美元,688.7,683.1,691.62,691.62,687.5,2018-12-17 07:35:11
美元,689.2,683.6,692.12,692.12,687.5,2018-12-17 06:04:39
美元,689.2,683.6,692.12,692.12,687.5,2018-12-17 05:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-17 05:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-17 05:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-16 10:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-17 00:00:05
美元,689.2,683.6,692.12,692.12,687.5,2018-12-16 10:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-16 10:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-16 10:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-16 10:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-16 05:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-16 05:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-16 05:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-15 10:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-16 00:00:05
美元,689.2,683.6,692.12,692.12,687.5,2018-12-15 10:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-15 22:11:08
美元,689.2,683.6,692.12,692.12,687.5,2018-12-15 10:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-15 10:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-15 10:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-15 10:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-15 05:55:15
美元,689.2,683.6,692.12,692.12,687.5,2018-12-15 05:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-15 05:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-15 05:30:00
美元,689.2,683.6,692.12,692.12,687.5,2018-12-15 00:23:18
美元,689.3,683.69,692.22,692.22,687.5,2018-12-15 00:00:05
美元,689.3,683.69,692.22,692.22,687.5,2018-12-14 23:22:48
美元,689.3,683.69,692.22,692.22,687.5,2018-12-14 23:22:48
美元,689.3,683.69,692.22,692.22,687.5,2018-12-14 23:22:48
美元,689.3,683.69,692.22,692.22,687.5,2018-12-14 22:46:25
美元,689.3,683.69,692.22,692.22,687.5,2018-12-14 22:29:29
美元,689.2,683.6,692.12,692.12,687.5,2018-12-14 22:20:47
美元,689.1,683.5,692.02,692.02,687.5,2018-12-14 22:02:02
美元,689,683.4,691.92,691.92,687.5,2018-12-14 21:53:28
美元,688.9,683.3,691.82,691.82,687.5,2018-12-14 21:46:50
美元,688.7,683.1,691.62,691.62,687.5,2018-12-14 21:36:15
美元,688.7,683.1,691.62,691.62,687.5,2018-12-14 21:35:14
美元,688.7,683.1,691.62,691.62,687.5,2018-12-14 21:30:34
美元,688.7,683.1,691.62,691.62,687.5,2018-12-14 21:07:48
美元,688.7,683.1,691.62,691.62,687.5,2018-12-14 20:43:35
美元,688.7,683.1,691.62,691.62,687.5,2018-12-14 20:16:03
美元,688.7,683.1,691.62,691.62,687.5,2018-12-14 19:54:51
美元,688.6,683,691.52,691.52,687.5,2018-12-14 19:10:30
美元,688.6,683,691.52,691.52,687.5,2018-12-14 18:11:38
美元,688.6,683,691.52,691.52,687.5,2018-12-14 18:03:38
美元,688.75,683.15,691.67,691.67,687.5,2018-12-14 18:02:32
美元,688.9,683.3,691.82,691.82,687.5,2018-12-14 17:54:52
美元,688.96,683.36,691.88,691.88,687.5,2018-12-14 17:45:20
美元,688.96,683.36,691.88,691.88,687.5,2018-12-14 17:26:41
美元,688.9,683.3,691.82,691.82,687.5,2018-12-14 17:15:06
美元,688.9,683.3,691.82,691.82,687.5,2018-12-14 17:11:15
美元,688.96,683.36,691.88,691.88,687.5,2018-12-14 17:10:31
美元,688.96,683.36,691.88,691.88,687.5,2018-12-14 16:53:18
美元,688.96,683.36,691.88,691.88,687.5,2018-12-14 16:51:59
美元,688.88,683.28,691.8,691.8,687.5,2018-12-14 16:47:15
美元,688.8,683.2,691.72,691.72,687.5,2018-12-14 16:37:21
美元,688.76,683.16,691.68,691.68,687.5,2018-12-14 16:36:46
美元,688.72,683.12,691.64,691.64,687.5,2018-12-14 16:32:16
美元,688.69,683.09,691.61,691.61,687.5,2018-12-14 16:31:59
美元,688.58,682.98,691.5,691.5,687.5,2018-12-14 16:30:52
美元,688.5,682.9,691.42,691.42,687.5,2018-12-14 16:30:44
美元,688.46,682.86,691.38,691.38,687.5,2018-12-14 16:28:43
美元,688.53,682.93,691.45,691.45,687.5,2018-12-14 16:26:31
美元,688.6,683,691.52,691.52,687.5,2018-12-14 16:24:15
美元,688.56,682.96,691.48,691.48,687.5,2018-12-14 16:23:53
美元,688.45,682.85,691.37,691.37,687.5,2018-12-14 16:20:50
美元,688.4,682.8,691.32,691.32,687.5,2018-12-14 16:19:49
美元,688.45,682.85,691.37,691.37,687.5,2018-12-14 16:17:57
美元,688.4,682.8,691.32,691.32,687.5,2018-12-14 16:16:27
美元,688.3,682.7,691.22,691.22,687.5,2018-12-14 16:15:28
美元,688.25,682.65,691.17,691.17,687.5,2018-12-14 16:12:24
美元,688.2,682.61,691.12,691.12,687.5,2018-12-14 16:09:30
美元,688.16,682.57,691.08,691.08,687.5,2018-12-14 16:05:57
美元,688.13,682.54,691.05,691.05,687.5,2018-12-14 16:04:28
美元,688.2,682.61,691.12,691.12,687.5,2018-12-14 15:58:19
美元,688.22,682.62,691.14,691.14,687.5,2018-12-14 15:50:12
美元,688.26,682.66,691.18,691.18,687.5,2018-12-14 15:49:12
美元,688.32,682.72,691.24,691.24,687.5,2018-12-14 15:48:26
美元,688.4,682.8,691.32,691.32,687.5,2018-12-14 15:47:03
美元,688.36,682.76,691.28,691.28,687.5,2018-12-14 15:41:22
美元,688.42,682.82,691.34,691.34,687.5,2018-12-14 15:40:11
美元,688.35,682.75,691.27,691.27,687.5,2018-12-14 15:38:22
美元,688.3,682.7,691.22,691.22,687.5,2018-12-14 15:32:25
美元,688.35,682.75,691.27,691.27,687.5,2018-12-14 15:31:47
美元,688.3,682.7,691.22,691.22,687.5,2018-12-14 15:28:50
美元,688.33,682.73,691.25,691.25,687.5,2018-12-14 15:28:00
美元,688.28,682.68,691.2,691.2,687.5,2018-12-14 15:26:55
美元,688.2,682.61,691.12,691.12,687.5,2018-12-14 15:26:29
美元,688.15,682.56,691.07,691.07,687.5,2018-12-14 15:24:04
美元,688.12,682.53,691.04,691.04,687.5,2018-12-14 15:23:25
美元,688.06,682.47,690.98,690.98,687.5,2018-12-14 15:23:07
美元,687.93,682.34,690.85,690.85,687.5,2018-12-14 15:14:36
美元,687.86,682.27,690.78,690.78,687.5,2018-12-14 15:03:05
美元,687.81,682.22,690.73,690.73,687.5,2018-12-14 14:57:48
美元,687.83,682.24,690.75,690.75,687.5,2018-12-14 14:57:08
美元,687.86,682.27,690.78,690.78,687.5,2018-12-14 14:53:53
美元,687.9,682.31,690.82,690.82,687.5,2018-12-14 14:45:49
美元,687.85,682.26,690.77,690.77,687.5,2018-12-14 14:45:14
美元,687.9,682.31,690.82,690.82,687.5,2018-12-14 14:41:11
美元,687.87,682.28,690.79,690.79,687.5,2018-12-14 14:37:18
美元,687.92,682.33,690.84,690.84,687.5,2018-12-14 14:35:43
美元,688,682.41,690.92,690.92,687.5,2018-12-14 14:26:32
美元,687.95,682.36,690.87,690.87,687.5,2018-12-14 14:24:28
美元,687.9,682.31,690.82,690.82,687.5,2018-12-14 14:21:51
美元,687.84,682.25,690.76,690.76,687.5,2018-12-14 14:21:09
美元,687.78,682.19,690.7,690.7,687.5,2018-12-14 14:10:31
美元,687.75,682.16,690.67,690.67,687.5,2018-12-14 14:08:44
美元,687.78,682.19,690.7,690.7,687.5,2018-12-14 14:08:41
美元,687.7,682.11,690.62,690.62,687.5,2018-12-14 14:04:53
美元,687.75,682.16,690.67,690.67,687.5,2018-12-14 14:02:42
美元,687.8,682.21,690.72,690.72,687.5,2018-12-14 14:01:18
美元,687.85,682.26,690.77,690.77,687.5,2018-12-14 14:00:31
美元,687.89,682.3,690.81,690.81,687.5,2018-12-14 13:59:30
美元,687.84,682.25,690.76,690.76,687.5,2018-12-14 13:52:32
美元,687.87,682.28,690.79,690.79,687.5,2018-12-14 13:46:26
美元,687.82,682.23,690.74,690.74,687.5,2018-12-14 13:44:00
美元,687.77,682.18,690.69,690.69,687.5,2018-12-14 12:26:41
美元,687.8,682.21,690.72,690.72,687.5,2018-12-14 12:09:03
美元,687.75,682.16,690.67,690.67,687.5,2018-12-14 12:04:27
美元,687.8,682.21,690.72,690.72,687.5,2018-12-14 11:56:05
美元,687.85,682.26,690.77,690.77,687.5,2018-12-14 11:44:01
美元,687.8,682.21,690.72,690.72,687.5,2018-12-14 11:43:04
美元,687.73,682.14,690.65,690.65,687.5,2018-12-14 11:42:17
美元,687.68,682.09,690.6,690.6,687.5,2018-12-14 11:38:42
美元,687.62,682.03,690.54,690.54,687.5,2018-12-14 11:34:24
美元,687.69,682.1,690.61,690.61,687.5,2018-12-14 11:28:54
美元,687.62,682.03,690.54,690.54,687.5,2018-12-14 11:26:05
美元,687.51,681.91,690.42,690.42,687.5,2018-12-14 11:17:20
美元,687.46,681.86,690.37,690.37,687.5,2018-12-14 11:16:26
美元,687.39,681.79,690.3,690.3,687.5,2018-12-14 11:11:22
美元,687.31,681.71,690.22,690.22,687.5,2018-12-14 11:02:35
美元,687.26,681.66,690.17,690.17,687.5,2018-12-14 11:01:31
美元,687.31,681.71,690.22,690.22,687.5,2018-12-14 11:00:26
美元,687.43,681.83,690.34,690.34,687.5,2018-12-14 10:59:27
美元,687.51,681.91,690.42,690.42,687.5,2018-12-14 10:58:39
美元,687.46,681.86,690.37,690.37,687.5,2018-12-14 10:57:48
美元,687.6,682.01,690.52,690.52,687.5,2018-12-14 10:57:32
美元,687.68,682.09,690.6,690.6,687.5,2018-12-14 10:51:53
美元,687.77,682.18,690.69,690.69,687.5,2018-12-14 10:43:20
美元,687.7,682.11,690.62,690.62,687.5,2018-12-14 10:40:42
美元,687.76,682.17,690.68,690.68,687.5,2018-12-14 10:39:46
美元,687.7,682.11,690.62,690.62,687.5,2018-12-14 10:38:40
美元,687.77,682.18,690.69,690.69,687.5,2018-12-14 10:35:49
美元,687.82,682.23,690.74,690.74,687.5,2018-12-14 10:34:02
美元,687.88,682.29,690.8,690.8,687.5,2018-12-14 10:31:36
美元,687.8,682.21,690.72,690.72,687.5,2018-12-14 10:31:13
美元,687.9,682.31,690.82,690.82,687.5,2018-12-14 10:30:00
美元,687.9,682.31,690.82,690.82,687.5,2018-12-14 10:30:00
美元,687.9,682.31,690.82,690.82,687.5,2018-12-14 10:30:00
美元,687.9,682.31,690.82,690.82,687.5,2018-12-14 10:29:26
美元,687.96,682.37,690.88,690.88,687.5,2018-12-14 10:23:44
美元,688.03,682.44,690.95,690.95,687.5,2018-12-14 10:21:13
美元,687.98,682.39,690.9,690.9,687.5,2018-12-14 10:19:49
美元,688.02,682.43,690.94,690.94,687.5,2018-12-14 10:13:15
美元,687.97,682.38,690.89,690.89,687.5,2018-12-14 10:09:14
美元,687.9,682.31,690.82,690.82,687.5,2018-12-14 10:06:45
美元,687.95,682.36,690.87,690.87,687.5,2018-12-14 10:05:10
美元,688,682.41,690.92,690.92,687.5,2018-12-14 10:04:25
美元,688,682.41,690.92,690.92,687.5,2018-12-14 10:04:11
美元,688,682.41,690.92,690.92,687.5,2018-12-14 10:03:50
美元,688,682.41,690.92,690.92,687.5,2018-12-14 10:02:36
美元,688.05,682.46,690.97,690.97,687.5,2018-12-14 10:01:28
美元,687.98,682.39,690.9,690.9,687.5,2018-12-14 10:01:01
美元,687.9,682.31,690.82,690.82,687.5,2018-12-14 09:56:17
美元,687.8,682.21,690.72,690.72,687.5,2018-12-14 09:55:38
美元,687.75,682.16,690.67,690.67,687.5,2018-12-14 09:55:27
美元,687.68,682.09,690.6,690.6,687.5,2018-12-14 09:48:59
美元,687.6,682.01,690.52,690.52,687.5,2018-12-14 09:46:15
美元,687.6,682.01,690.52,690.52,687.5,2018-12-14 09:45:13
美元,687.55,681.96,690.47,690.47,687.5,2018-12-14 09:42:06
美元,687.7,682.11,690.62,690.62,687.5,2018-12-14 09:39:06
美元,687.66,682.07,690.58,690.58,687.5,2018-12-14 09:38:47
美元,687.65,682.06,690.57,690.57,687.5,2018-12-14 09:36:40
美元,687.7,682.11,690.62,690.62,687.5,2018-12-14 09:34:56
美元,687.8,682.21,690.72,690.72,687.5,2018-12-14 09:32:19
美元,687.7,682.11,690.62,690.62,687.5,2018-12-14 09:31:55
美元,687.6,682.01,690.52,690.52,687.5,2018-12-14 09:31:01
美元,687.7,682.11,690.62,690.62,687.5,2018-12-14 09:23:42
美元,687.7,682.11,690.62,690.62,687.5,2018-12-14 09:23:37
美元,687.7,682.11,690.62,690.62,687.69,2018-12-14 09:23:26
美元,687.75,682.16,690.67,690.67,687.69,2018-12-14 09:23:20
美元,687.85,682.26,690.77,690.77,687.69,2018-12-14 09:22:38
美元,687.9,682.31,690.82,690.82,687.69,2018-12-14 09:22:28
美元,688,682.41,690.92,690.92,687.69,2018-12-14 09:22:13
美元,688.05,682.46,690.97,690.97,687.69,2018-12-14 09:22:05
美元,687.95,682.36,690.87,690.87,687.69,2018-12-14 09:22:20
美元,688.1,682.51,691.02,691.02,687.69,2018-12-14 09:21:58
美元,688.15,682.56,691.07,691.07,687.69,2018-12-14 09:21:51
美元,688.2,682.61,691.12,691.12,687.69,2018-12-14 09:21:43
美元,687.9,682.31,690.82,690.82,687.69,2018-12-14 09:21:32
美元,687.7,682.11,690.62,690.62,687.69,2018-12-14 09:21:23
美元,687.51,681.91,690.42,690.42,687.69,2018-12-14 09:11:46
美元,687.01,681.42,689.92,689.92,687.69,2018-12-14 08:23:22
美元,687.01,681.42,689.92,689.92,687.69,2018-12-14 07:45:54
美元,687.01,681.42,689.92,689.92,687.69,2018-12-14 07:31:36
美元,686.71,681.12,689.62,689.62,687.69,2018-12-14 07:31:00
美元,687.01,681.42,689.92,689.92,687.69,2018-12-14 06:52:15
美元,687.01,681.42,689.92,689.92,687.69,2018-12-14 05:30:00
美元,687.01,681.42,689.92,689.92,687.69,2018-12-14 05:30:00
美元,687.01,681.42,689.92,689.92,687.69,2018-12-14 05:30:00
美元,687.01,681.42,689.92,689.92,687.69,2018-12-14 00:35:15
美元,687.01,681.42,689.92,689.92,687.69,2018-12-14 00:27:04
美元,687.01,681.42,689.92,689.92,687.69,2018-12-13 23:22:55
美元,687.01,681.42,689.92,689.92,687.69,2018-12-14 00:00:05
美元,687.01,681.42,689.92,689.92,687.69,2018-12-13 23:22:55
美元,687.01,681.42,689.92,689.92,687.69,2018-12-13 23:22:55
美元,687.01,681.42,689.92,689.92,687.69,2018-12-13 22:52:29
美元,686.91,681.32,689.82,689.82,687.69,2018-12-13 22:50:50
美元,686.76,681.17,689.67,689.67,687.69,2018-12-13 21:44:21
美元,686.76,681.17,689.67,689.67,687.69,2018-12-13 21:39:58
美元,686.76,681.17,689.67,689.67,687.69,2018-12-13 21:37:10
美元,686.76,681.17,689.67,689.67,687.69,2018-12-13 21:34:36
美元,686.76,681.17,689.67,689.67,687.69,2018-12-13 21:29:22
美元,686.76,681.17,689.67,689.67,687.69,2018-12-13 21:24:40
美元,686.86,681.27,689.77,689.77,687.69,2018-12-13 20:59:13
美元,686.71,681.12,689.62,689.62,687.69,2018-12-13 20:58:10
美元,686.71,681.12,689.62,689.62,687.69,2018-12-13 20:49:52
美元,686.71,681.12,689.62,689.62,687.69,2018-12-13 20:45:47
美元,686.71,681.12,689.62,689.62,687.69,2018-12-13 20:23:25
美元,686.71,681.12,689.62,689.62,687.69,2018-12-13 19:20:29
美元,686.76,681.17,689.67,689.67,687.69,2018-12-13 18:56:58
美元,686.61,681.02,689.52,689.52,687.69,2018-12-13 18:34:21
美元,686.41,680.82,689.32,689.32,687.69,2018-12-13 18:09:38
美元,686.21,680.63,689.12,689.12,687.69,2018-12-13 17:49:35
美元,686.16,680.58,689.07,689.07,687.69,2018-12-13 17:24:55
美元,686.11,680.53,689.02,689.02,687.69,2018-12-13 17:24:38
美元,686.01,680.43,688.92,688.92,687.69,2018-12-13 17:01:19
美元,686.06,680.48,688.97,688.97,687.69,2018-12-13 17:00:56
美元,685.99,680.41,688.9,688.9,687.69,2018-12-13 16:55:47
美元,685.91,680.33,688.81,688.81,687.69,2018-12-13 16:48:20
美元,685.86,680.28,688.76,688.76,687.69,2018-12-13 16:43:12
美元,685.91,680.33,688.81,688.81,687.69,2018-12-13 16:42:21
美元,685.86,680.28,688.76,688.76,687.69,2018-12-13 16:41:26
美元,685.76,680.18,688.66,688.66,687.69,2018-12-13 16:38:56
美元,685.69,680.11,688.59,688.59,687.69,2018-12-13 16:38:16
美元,685.64,680.06,688.54,688.54,687.69,2018-12-13 16:35:37
美元,685.64,680.06,688.54,688.54,687.69,2018-12-13 16:34:43
美元,685.59,680.01,688.49,688.49,687.69,2018-12-13 16:33:54
美元,685.51,679.93,688.41,688.41,687.69,2018-12-13 16:32:54
美元,685.56,679.98,688.46,688.46,687.69,2018-12-13 16:29:46
美元,685.49,679.91,688.39,688.39,687.69,2018-12-13 16:28:29
美元,685.41,679.83,688.31,688.31,687.69,2018-12-13 16:26:47
美元,685.36,679.78,688.26,688.26,687.69,2018-12-13 16:25:49
美元,685.41,679.83,688.31,688.31,687.69,2018-12-13 16:25:28
美元,685.46,679.88,688.36,688.36,687.69,2018-12-13 16:25:21
美元,685.46,679.88,688.36,688.36,687.69,2018-12-13 16:23:03
美元,685.41,679.83,688.31,688.31,687.69,2018-12-13 16:21:23
美元,685.33,679.75,688.23,688.23,687.69,2018-12-13 16:20:51
美元,685.26,679.68,688.16,688.16,687.69,2018-12-13 16:18:28
美元,685.39,679.81,688.29,688.29,687.69,2018-12-13 16:12:26
美元,685.46,679.88,688.36,688.36,687.69,2018-12-13 16:12:19
美元,685.53,679.95,688.43,688.43,687.69,2018-12-13 16:01:19
美元,685.44,679.86,688.34,688.34,687.69,2018-12-13 15:54:11
美元,685.49,679.91,688.39,688.39,687.69,2018-12-13 15:50:33
美元,685.41,679.83,688.31,688.31,687.69,2018-12-13 15:49:24
美元,685.36,679.78,688.26,688.26,687.69,2018-12-13 15:48:28
美元,685.26,679.68,688.16,688.16,687.69,2018-12-13 15:45:32
美元,685.31,679.73,688.21,688.21,687.69,2018-12-13 15:43:49
美元,685.26,679.68,688.16,688.16,687.69,2018-12-13 15:43:26
美元,685.21,679.64,688.11,688.11,687.69,2018-12-13 15:38:21
美元,685.13,679.56,688.03,688.03,687.69,2018-12-13 15:36:28
美元,685.13,679.56,688.03,688.03,687.69,2018-12-13 15:35:31
美元,685.06,679.49,687.96,687.96,687.69,2018-12-13 15:34:16
美元,685.16,679.59,688.06,688.06,687.69,2018-12-13 15:31:26
美元,685.21,679.64,688.11,688.11,687.69,2018-12-13 15:29:20
美元,685.26,679.68,688.16,688.16,687.69,2018-12-13 15:28:24
美元,685.21,679.64,688.11,688.11,687.69,2018-12-13 15:28:07
美元,685.16,679.59,688.06,688.06,687.69,2018-12-13 15:24:49
美元,685.23,679.65,688.13,688.13,687.69,2018-12-13 15:22:38
美元,685.31,679.73,688.21,688.21,687.69,2018-12-13 15:13:17
美元,685.26,679.68,688.16,688.16,687.69,2018-12-13 15:12:28
美元,685.2,679.63,688.1,688.1,687.69,2018-12-13 15:12:21
美元,685.11,679.54,688.01,688.01,687.69,2018-12-13 15:11:14
美元,685.21,679.64,688.11,688.11,687.69,2018-12-13 15:07:33
美元,685.26,679.68,688.16,688.16,687.69,2018-12-13 15:07:10
美元,685.31,679.73,688.21,688.21,687.69,2018-12-13 15:06:39
美元,685.41,679.83,688.31,688.31,687.69,2018-12-13 15:05:47
美元,685.46,679.88,688.36,688.36,687.69,2018-12-13 15:04:07
美元,685.51,679.93,688.41,688.41,687.69,2018-12-13 15:01:29
美元,685.61,680.03,688.51,688.51,687.69,2018-12-13 14:49:51
美元,685.56,679.98,688.46,688.46,687.69,2018-12-13 14:44:49
美元,685.59,680.01,688.49,688.49,687.69,2018-12-13 14:38:50
美元,685.51,679.93,688.41,688.41,687.69,2018-12-13 14:37:07
美元,685.46,679.88,688.36,688.36,687.69,2018-12-13 14:34:31
美元,685.41,679.83,688.31,688.31,687.69,2018-12-13 14:30:57
美元,685.46,679.88,688.36,688.36,687.69,2018-12-13 14:29:14
美元,685.41,679.83,688.31,688.31,687.69,2018-12-13 14:16:54
美元,685.36,679.78,688.26,688.26,687.69,2018-12-13 14:15:45
美元,685.31,679.73,688.21,688.21,687.69,2018-12-13 14:15:07
美元,685.23,679.65,688.13,688.13,687.69,2018-12-13 14:13:38
美元,685.34,679.76,688.24,688.24,687.69,2018-12-13 14:13:07
美元,685.41,679.83,688.31,688.31,687.69,2018-12-13 14:12:57
美元,685.46,679.88,688.36,688.36,687.69,2018-12-13 14:10:22
美元,685.41,679.83,688.31,688.31,687.69,2018-12-13 14:09:35
美元,685.46,679.88,688.36,688.36,687.69,2018-12-13 14:08:53
美元,685.51,679.93,688.41,688.41,687.69,2018-12-13 14:07:50
美元,685.61,680.03,688.51,688.51,687.69,2018-12-13 14:06:11
美元,685.66,680.08,688.56,688.56,687.69,2018-12-13 14:05:57
美元,685.81,680.23,688.71,688.71,687.69,2018-12-13 14:04:54
美元,685.88,680.3,688.78,688.78,687.69,2018-12-13 14:01:52
美元,685.93,680.35,688.83,688.83,687.69,2018-12-13 13:55:05
美元,685.87,680.29,688.77,688.77,687.69,2018-12-13 13:54:49
美元,685.81,680.23,688.71,688.71,687.69,2018-12-13 13:51:03
美元,685.76,680.18,688.66,688.66,687.69,2018-12-13 13:44:51
美元,685.83,680.25,688.73,688.73,687.69,2018-12-13 13:42:38
美元,685.88,680.3,688.78,688.78,687.69,2018-12-13 13:40:49
美元,685.93,680.35,688.83,688.83,687.69,2018-12-13 13:36:14
美元,685.89,680.31,688.79,688.79,687.69,2018-12-13 13:35:36
美元,685.81,680.23,688.71,688.71,687.69,2018-12-13 13:21:28
美元,685.89,680.31,688.79,688.79,687.69,2018-12-13 13:09:48
美元,685.96,680.38,688.87,688.87,687.69,2018-12-13 12:05:12
美元,686.01,680.43,688.92,688.92,687.69,2018-12-13 12:00:26
